Nimeke;ISSN/NBN;Digitoitu (avoin käyttö);Digitoitu (rajattu käyttö);Ilmestynyt vuosina;Digitointi-%;Niteitä;Sivuja;URL;Puoluekanta;Puoluekanta2 (alkupvm-loppupvm jos tiedossa?);Kommentti;Kommentti_5;Tietolähteiden värikoodit;Puoluekanta_SV;Puoluekanta_en;Kommentti_sv;Kommentti_en
Pitäjänuutiset : Mäntyharjun ja Pertunmaan puolueeton paikallislehti;2323-4253;;2016 - 2019;1956 - 2019;"6;25 %";142;2808;https://digi.kansalliskirjasto.fi/sanomalehti/titles/2323-4253;;;;;;;;;
Tornion Uutiset;fk14785;1905 - 1912;;1902 - 1912;"72;73 %";709;2806;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14785;ei poliittinen;;;;1;opolitisk;apolitical;;
Tornion Uutiset;fk14785;1905 - 1912;;1902 - 1912;"72;73 %";709;2806;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14785;"suomenmielinen; perustuslaillinen";1906 - ;;;4;finsksinnad;Fennoman;;
Österbotten;1458-8781;1864 - 1878;;1864 - 1878;"100;00 %";348;2802;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-8781;maltillinen;;;;1;tolerant;moderate;;
Pyhäjärven Sanomat;0359-6095;;2016 - 2019;1955 - 2019;"6;15 %";149;2801;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0359-6095;;;;;;;;;
Sisämaa-Laatokka;fk10453;1946 - 1949;;1946 - 1949;"100;00 %";697;2801;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10453;sitoutumaton;;;;1;obunden;independent;;
Pohjan Poika;fk10362;1904 - 1909;;1904 - 1909;"100;00 %";684;2797;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10362;perustuslaillinen;;päätoimittaja nuorsuomalaisten oikeistoa;;1;konstitutionell;constitutional;huvudredaktör ;editor right wing of Young Finn Party
Suomen Pienviljelijä;fk10479;1929;1930 - 1934;1929 - 1935;"85;71 %";679;2797;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10479;Suomen pienviljelijäin puolueen päälehti;;;;1;Finsk småbrukare primärtidning;Small Farmers' Party of Finland's main organ;;
Inarilainen;1456-0844;;2017 - 2019;1997 - 2019;"13;04 %";124;2796;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1456-0844;;;;;;;;;
Kotiseudun Sanomat;0359-7067;;2015 - 2019;1960 - 2019;"8;33 %";202;2784;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0359-7067;;;;;;;;;
Juvan Lehti;0784-1663;;2016 - 2019;1956 - 2019;"6;25 %";142;2748;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0784-1663;;;;;;;;;
"Pudasjärvi-lehti: Pudasjärven asioista kertova; puolueista riippumaton; paikkakunnan oma kaupunkilehti";2242-5489;;2016 - 2019;2008 - 2019;"33;33 %";177;2744;https://digi.kansalliskirjasto.fi/sanomalehti/titles/2242-5489;;;;;;;;;
Kunnallisia Tietoja Vakka-Suomen Kunnista;fk14986;1923 - 1929;1930 - 1936;1923 - 1952;"46;67 %";674;2720;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14986;;;;;;;;;
Savonmaa;0784-4220;;2016 - 2019;1985 - 2019;"11;43 %";149;2720;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0784-4220;;;;;;;;;
Omalähiö;fk15625;;2015 - 2019;1980 - 2019;"12;50 %";207;2708;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk15625;;;;;;;;;
Hangötidningen;0789-8193;;2016 - 2019;1972 - 2019;"8;33 %";147;2700;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0789-8193;;;;;;;;;
Luumäen Lehti;1457-7372;;2015 - 2019;1963 - 2019;"8;77 %";194;2696;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-7372;;;;;;;;;
Työväenliitto;fk14816;1910 - 1912;;1910 - 1912;"100;00 %";676;2694;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14816;vanhasuomalainen;;;;1;gammalfinsk;Old Finnish Party;;
Sompio;1237-4040;;2017 - 2019;1993 - 2019;"11;11 %";123;2692;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1237-4040;;;;;;;;;
Savon Työmies;fk10445;1906 - 1910;;1906 - 1914;"55;56 %";673;2689;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10445;sosialistinen;;;;2;sosialistisk;socialistic;;
Kittilälehti;0780-2358;;2017 - 2019;1982 - 2019;"7;89 %";125;2684;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0780-2358;;;;;;;;;
Hangon Sanomat;fk10072;1929;1930 - 1940;1929 - 1940;"100;00 %";667;2672;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10072;"sitoutumaton; oikeistoporvarillinen";;;;1;"obunden; höger borgerlig";"independent; right conservative";;
Iitinseutu;0357-9107;;2017 - 2019;1954 - 2019;"4;55 %";239;2672;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0357-9107;;;;;;;;;
Iijokiseutu;0782-6753;;2017 - 2019;1969 - 2019;"5;88 %";112;2660;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-6753;;;;;;;;;
Luoteis-Lappi;1238-5506;;2017 - 2019;1975 - 2019;"6;67 %";120;2660;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1238-5506;;;;;;;;;
Puolanka;fk15725;;2015 - 2019;1982 - 2019;"13;16 %";200;2656;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk15725;;;;;;;;;
"Annonsbladet för Kimito; Dragsfjärd; Västanfjärd och Hitis";fk11010;1925 - 1929;1930 - 1937;1925 - 1970;"28;26 %";653;2646;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk11010;;;;;;;;;
Lahden Sanomat;fk10255;1927 - 1929;1930 - 1931;1927 - 1931;"100;00 %";637;2646;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10255;riippumaton;;;;1;obunden;independent;;
Kangasniemen Kunnallislehti;0782-6354;;2016 - 2019;1953 - 2019;"5;97 %";167;2628;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-6354;;;;;;;;;
Salonjokilaakso;1456-5285;;2017 - 2019;1998 - 2019;"13;64 %";117;2608;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1456-5285;;;;;;;;;
Etelä-Pohjanmaa;fk10041;1906 - 1911;;1906 - 1912;"85;71 %";648;2586;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10041;vanhasuomalainen;;;;1;gammalfinsk;Old Finnish Party;;
Säynätsalo;0782-5757;1928 - 1929;1930 - 1939;1927 - 1991;"18;46 %";620;2584;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-5757;;;;;;;;;
Pohjois-Suomi;fk10373;1905 - 1909;;1905 - 1909;"100;00 %";644;2579;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10373;riippumaton;;;;4;obunden;independent;;
Pohjois-Suomi;fk10373;1905 - 1909;;1905 - 1909;"100;00 %";644;2579;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10373;"nuorsuomalainen; perustuslaillinen";1906 - 1909;;;1;"ungfinsk; konstitutionell";"Young Finnish Party; constitutional";;
Maamiehen Ystävä;1457-4500;"1844 - 1855; 1857";;1844 - 1855;"100;00 %";624;2506;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4500;konservatiivinen;;;;1;konservativ;conservative;;
Hervannan Sanomat;0781-9234;;2016 - 2019;1975 - 2019;"8;89 %";161;2496;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0781-9234;;;;;;;;;
Oulun Lehti;1458-2554;1880 - 1887;;1879 - 1887;"88;89 %";623;2496;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-2554;suomenmielinen;;;;1;finsksinnad;Fennoman;;
Savon Työmies;fk10448;;1930 - 1934;1930 - 1944;"33;33 %";600;2483;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10448;;;;;;;;;
Ilmajoki;fk10111;1929;1930 - 1941;1929 - 1955;"48;15 %";615;2478;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10111;;;;;;;;;
Enontekiön Sanomat;1797-8955;;2016 - 2019;2006 - 2019;"28;57 %";141;2472;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1797-8955;;;;;;;;;
Räisälän Sanomat;fk10411;1925 - 1929;1930 - 1936;1925 - 1939;"80;00 %";574;2460;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10411;puolueeton;;;;1;partilös;non-partisan;;
Päivän Uutiset;1458-2627;1887 - 1889;;1887 - 1889;"100;00 %";613;2454;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-2627;maltillisen ruotsinmielinen;;;;1;svekomansk;pro-Swedish;;
Kuorevesi-Mänttä-Vilppula;0782-7067;1925 - 1929;1930 - 1936;1925 - 2004;"15;00 %";600;2434;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-7067;;;;;;;;;
Dagens Nyheter;1458-0578;1877 - 1878;;1877 - 1878;"100;00 %";608;2432;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-0578;maltillisen ruotsinmielinen;;;;1;svekomansk;pro-Swedish;;
Folkbladet;fk10054;1918 - 1923;;1918 - 1923;"100;00 %";597;2422;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10054;sosialidemokraattinen;1918 - 1920;;;1;socialdemokratisk;socialdemokratic;;
Folkbladet;fk10054;1918 - 1923;;1918 - 1923;"100;00 %";597;2422;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10054;Suomen sosialistisen työväenpuoleen äänenkannattaja;1920 - 1923;;;1;Finsk sosialistisk arbetarparti;Finnish Sosialistic Labour Party main mouthpiece;;
Pielavesi-Keitele;0780-7392;;2016 - 2019;1983 - 2019;"10;81 %";146;2408;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0780-7392;;;;;;;;;
Padasjoen Sanomat;0784-6568;;2015 - 2019;1950 - 2019;"7;14 %";228;2404;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0784-6568;;;;;;;;;
Miilu;0789-0192;;2016 - 2019;1981 - 2019;"10;26 %";177;2392;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0789-0192;;;;;;;;;
Pedersöre-Jakobstads Tidning;fk10335;;1931 - 1934;1931 - 1937;"57;14 %";599;2392;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10335;RKP;;laillisuuskannalla (lapualaiskaudella);;1;Svenska folkpartiet i Finland;Swedish People's Party;;
Heinäveden Lehti;0782-5781;;2016 - 2019;1969 - 2019;"7;84 %";175;2388;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-5781;;;;;;;;;
Koillismaan Uutiset;1455-1489;;2016 - 2019;1992 - 2019;"14;29 %";167;2384;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1455-1489;;;;;;;;;
Oulun Sanomat;fk10326;1915 - 1917;;1915 - 1917;"100;00 %";594;2384;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10326;varovaisen sosialistinen;;korosti uutisvälitystä ja sivistystehtävää;;1;försigtigt sosialistisk;cautiously socialistic;;
Kauhajoen Kunnallislehti;0782-5587;1926 - 1929;1930 - 1937;1925 - 2011;"13;79 %";588;2374;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-5587;;;;;;;;;
Lahden Sanomat;fk10254;1910 - 1913;;1909 - 1913;"80;00 %";588;2372;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10254;nuorsuomalainen;;;;1;ungfinsk;Young Finnish Party;;
Uudenmaan Sanomat;fk14215;;1930 - 1934;1930 - 1977;"10;42 %";580;2372;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14215;;;;;;;;;
Kuriiri;1237-167X;;2016 - 2019;1992 - 2019;"14;29 %";177;2368;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1237-167X;;;;;;;;;
LS keskiviikko;2489-4850;;2017 - 2019;2017 - 2019;"100;00 %";99;2356;https://digi.kansalliskirjasto.fi/sanomalehti/titles/2489-4850;-;;tapahtuma- ja uutiskoostelehti;;4;-;-;;
Ekenäs Notisblad;1458-0594;1883 - 1888;;1883 - 1888;"100;00 %";640;2346;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-0594;ruotsinmielinen;;;;1;svekomansk;pro-Swedish;;
Luoteisväylä;1799-6821;;2016 - 2019;2011 - 2019;"44;44 %";147;2340;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1799-6821;;;;;;;;;
Ähtärinjärven Uutisnuotta;0784-0381;;2016 - 2019;1986 - 2019;"11;76 %";146;2340;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0784-0381;;;;;;;;;
Ilmarinen;1457-4411;"1847 - 1852; 1854 - 1855";;1847 - 1855;"88;89 %";577;2336;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4411;-;;1846-1850 suomenmielinen toimittaja;;1;-;-;;
Meän Tornionlaakso;1457-8549;;2017 - 2019;1999 - 2019;"14;29 %";124;2324;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-8549;;;;;;;;;
Jämsän Lehti;fk10143;;1931 - 1941;1931 - 1952;"50;00 %";586;2321;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10143;-;;paikallinen;;1;-;-;;
ES keskiviikko;2489-4877;;2017 - 2019;2017 - 2019;"100;00 %";99;2316;https://digi.kansalliskirjasto.fi/sanomalehti/titles/2489-4877;-;;tapahtuma- ja uutiskoostelehti;;4;-;-;;
Ulvilan Seutu;fk16193;;2016 - 2019;1979 - 2019;"9;76 %";169;2304;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk16193;;;;;;;;;
Pohjois-Suomi;1458-2597;1876 - 1881;;1876 - 1882;"85;71 %";550;2296;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-2597;maltillisen suomenmielinen;;;;1;tolerant finsksinnad;moderately Fennoman;;
Hyvinkään Viikkouutiset;1459-0417;;2016 - 2018;2002 - 2019;"16;67 %";117;2288;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1459-0417;;;;;;;;;
Perniönseudun Lehti;0782-5714;;2016 - 2019;1944 - 2019;"5;26 %";141;2288;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-5714;;;;;;;;;
Maaselkä;0789-8150;;2017 - 2019;1966 - 2019;"5;56 %";124;2284;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0789-8150;;;;;;;;;
Joutsan Seutu;0782-6001;;2016 - 2019;1971 - 2019;"8;16 %";177;2272;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-6001;;;;;;;;;
Reimari;1796-9433;;2016 - 2019;2007 - 2019;"30;77 %";135;2264;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1796-9433;;;;;;;;;
Turun Wiikko-Sanomat;1457-4888;"1820 - 1827; 1829 - 1831";;1820 - 1831;"91;67 %";556;2261;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4888;-;;;;1;-;-;;
Tähti;fk14818;1905 - 1913;;1905 - 1913;"100;00 %";467;2248;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14818;"puolueeton; perustuslaillinen";;kristillisen työväenliikkeen lehti;;1;partilös;non-partisan;;
Pohjois-Karjala;1238-5301;;2017 - 2019;1995 - 2019;"12;00 %";122;2240;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1238-5301;;;;;;;;;
Lounas;1458-2341;1886 - 1892;;1886 - 1892;"100;00 %";555;2232;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-2341;maltillisesti suomenmielinen;;;;1;tolerant finsksinnad;moderately Fennoman;;
Kallio ja ympäristö -lehti;1239-6265;;2015 - 2019;1974 - 2019;"10;87 %";102;2228;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1239-6265;;;;;;;;;
Työ;fk14796;1927 - 1929;1930;1927 - 1930;"100;00 %";484;2228;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14796;kommunistinen;;;;1;kommunistisk;communist;;
Savon Jääkäri;fk10436;1918 - 1921;;1918 - 1921;"100;00 %";565;2224;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10436;monarkistinen;1918;;;1;monarkistisk;monarchist;;
Savon Jääkäri;fk10436;1918 - 1921;;1918 - 1921;"100;00 %";565;2224;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10436;kokoomuslainen;1919 - 1921;;;1;samlingspartistisk;supporter of the Coalition Party;;
Reisjärvi-lehti;0785-5907;;2016 - 2019;1988 - 2019;"12;50 %";175;2200;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0785-5907;;;;;;;;;
Pohjanmaan Kansa;0357-2552;;1931 - 1934;1931 - 1990;"6;67 %";544;2195;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0357-2552;;;;;;;;;
Vartti;1797-1187;;2015 - 2017;2007 - 2019;"23;08 %";96;2176;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1797-1187;;;;;;;;;
Wiburgs Wochenblatt;1457-4578;1823 - 1832;;1823 - 1832;"100;00 %";522;2165;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4578;-;;"saksankielinen uutis-; tiedotus- ja ilmoituslehti";;1;-;-;;
Kuhmoisten Sanomat;0356-228X;;2015 - 2019;1951 - 2019;"7;25 %";226;2164;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0356-228X;;;;;;;;;
Helsingfors Aftonblad;1458-0705;1893 - 1895;;1893 - 1895;"100;00 %";541;2162;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-0705;ruotsinmielinen;;;;1;svekomansk;pro-Swedish;;
Uusi Heinolan Sanomat;fk14826;1912 - 1918;;1912 - 1918;"100;00 %";534;2150;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14826;yleissuomalainen;;korosti vanha- ja nuorsuomalaisten yhteistyötä;;1;allmänfinsk;generally Finnish;;
Ruokolahtelainen;1235-0176;;2014 - 2019;1976 - 2019;"13;64 %";251;2140;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1235-0176;;;;;;;;;
Vapaa Karjala;fk14851;1920 - 1929;1930;1920 - 1930;"100;00 %";532;2138;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14851;-;1920 - 1927;karjalaisten pakolaisten äänenkannattaja;;1;-;-;;
Vapaa Karjala;fk14851;1920 - 1929;1930;1920 - 1930;"100;00 %";532;2138;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14851;-;1928 - 1930;karjalaisten ja inkeriläisten pakolaisten äänenkannattaja;;1;-;-;;
Sulkava;0782-6583;;2015 - 2019;1969 - 2019;"9;80 %";226;2136;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-6583;;;;;;;;;
Etelä-Pohjanmaa;fk10042;1919 - 1922;;1919 - 1922;"100;00 %";497;2135;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10042;sitoutumaton;;;;1;obunden;independent;;
Nya ÖB : din lokaltidning;2343-4783;;2015 - 2017;2015 - 2019;"60;00 %";112;2100;https://digi.kansalliskirjasto.fi/sanomalehti/titles/2343-4783;;;;;;;;;
Tervakosken Kaiku;0786-9037;1923 - 1929;1930 - 1941;1923 - 2019;"19;59 %";983;2074;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0786-9037;;;;;;;;;
Pyhäjokiseutu;0356-2492;;2016 - 2018;1954 - 2019;"4;55 %";70;2068;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0356-2492;;;;;;;;;
Suur-Karjala;fk10497;1919 - 1922;;1919 - 1922;"100;00 %";516;2066;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10497;edistyspuoluelainen;;;;1;progress parti;National Progressive Party;;
Jokilaakso;1457-2214;;2016 - 2019;1994 - 2019;"15;38 %";172;2064;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-2214;;;;;;;;;
Tiedonantaja;0356-1631;;2016 - 2019;1967 - 2019;"7;55 %";99;2064;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0356-1631;;;;;;;;;
Heinolan Lehti;fk10079;1912 - 1917;;1912 - 1918;"85;71 %";513;2048;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10079;riippumaton;1912 - 1916;;;1;obunden;independent;;
Heinolan Lehti;fk10079;1912 - 1917;;1912 - 1918;"85;71 %";513;2048;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10079;nuorsuomalainen;1916 - 1918;;;1;ungfinsk;Young Finnish Party;;
Munkinseutu : Munkkiniemen seudun kaupunginosalehti;2323-4091;;2014 - 2019;2002 - 2019;"33;33 %";126;2004;https://digi.kansalliskirjasto.fi/sanomalehti/titles/2323-4091;;;;;;;;;
Keskilaakso;1796-7597;;2017 - 2019;2007 - 2019;"23;08 %";116;1992;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1796-7597;;;;;;;;;
Puumala;0782-5935;;2015 - 2019;1954 - 2019;"7;58 %";219;1988;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-5935;;;;;;;;;
SeutuMajakka : Jokilaaksojen Seutumajakka;2342-1649;;2017 - 2019;2014 - 2019;"50;00 %";114;1976;https://digi.kansalliskirjasto.fi/sanomalehti/titles/2342-1649;;;;;;;;;
Rantasalmen Lehti;0359-3002;;2015 - 2019;1966 - 2019;"9;26 %";225;1968;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0359-3002;;;;;;;;;
Westra Finland;1458-8730;1888 - 1893;;1888 - 1893;"100;00 %";486;1945;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-8730;"liberaali; perustuslaillinen";;;;1;"liberal; konstitutionell";"liberal; constitutional";;
Wasa Tidning;1457-442X;1839 - 1847;;1839 - 1847;"100;00 %";477;1941;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-442X;-;;pyrki olemaan Pohjanmaan tiedotuslehti;;1;-;-;;
Jämsän Sanomat;fk10144;1921 - 1929;1930;1921 - 1930;"100;00 %";464;1938;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10144;-;;paikallislehti;;1;-;-;;
Elimäen Sanomat;fk14406;;2016 - 2018;1976 - 2019;"6;82 %";144;1916;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14406;;;;;;;;;
Åbo Tidningar;1457-4772;"1791 - 1799; 1801";;1791 - 1799;"100;00 %";475;1916;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4772;-;;"kirjallinen; akateeminen; historiallinen ja maantieteellinen lehti";;1;-;-;;
Suupohjan Seutu;0786-857X;;2016 - 2019;1989 - 2019;"12;90 %";176;1912;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0786-857X;;;;;;;;;
Joutseno;0357-0983;;2016 - 2019;1966 - 2019;"7;41 %";142;1908;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0357-0983;;;;;;;;;
Pieksämäen Paikallinen;fk980083;;2015 - 2019;1997 - 2019;"21;74 %";213;1908;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk980083;;;;;;;;;
Uusi Päivä;fk14832;1917 - 1918;;1917 - 1918;"100;00 %";389;1888;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14832;"itsenäisyysmielinen; monarkistinen";;taustalla sekä nuor- että vanhasuomalaisia;;1;"pro-självständighet; monarkistisk";pro-independence, monarchist;;
Valkeakosken ja Sääksmäen Sanomat;fk14847;1928 - 1929;1930 - 1936;1928 - 1945;"50;00 %";470;1880;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14847;-;;paikallinen;;1;-;-;;
Raivaaja;fk10398;1921 - 1924;;1920 - 1926;"57;14 %";460;1842;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10398;sosialidemokraattinen;;;;1;socialdemokratisk;socialdemokratic;;
Demokraatti;fk10030;1919;;1919;"100;00 %";266;1841;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10030;sosialidemokraattinen;;;;1;socialdemokratisk;socialdemokratic;;
Keski-Suomen Sanomat;1457-4659;1910 - 1913;;1910 - 1913;"100;00 %";463;1822;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4659;"nuorsuomalainen; perustuslaillinen";;nuorsuomalaisten vasemmistoa;;1;"ungfinsk; konstitutionell";"Young Finnish Party; constitutional";;left wing of Young Finnish Party
Pohjanlahti;1458-2651;1915 - 1918;;1915 - 1918;"100;00 %";460;1814;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-2651;nuorsuomalainen;;;;1;ungfinsk;Young Finnish Party;;
Pohjois-Savo;fk14938;1904 - 1907;;1903 - 1907;"80;00 %";453;1810;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14938;puolueeton;1903 - 1904;;;1;partilös;non-partisan;;
Pohjois-Savo;fk14938;1904 - 1907;;1903 - 1907;"80;00 %";453;1810;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14938;"nuorsuomalainen; perustuslaillinen";1905 - 1907;;;4;"ungfinsk; konstitutionell";"Young Finnish Party; constitutional";;
Nurmeksen Sanomat;fk10307;;1932 - 1936;1929 - 1965;"13;51 %";450;1802;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10307;;;;;;;;;
Tammerfors;1458-8552;1894 - 1897;;1894 - 1897;"100;00 %";451;1801;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-8552;ruotsinmielinen;;;;1;svekomansk;pro-Swedish;;
Jaakkiman Sanomat;fk10133;1905 - 1914;;1905 - 1914;"100;00 %";449;1799;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10133;"nuorsuomalainen; perustuslaillinen";1905 - 1907;;;1;"ungfinsk; konstitutionell";"Young Finnish Party; constitutional";;
Jaakkiman Sanomat;fk10133;1905 - 1914;;1905 - 1914;"100;00 %";449;1799;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10133;maalaisliittolainen;1908;;;1;agrarpartist;Agrarian party;;
Jaakkiman Sanomat;fk10133;1905 - 1914;;1905 - 1914;"100;00 %";449;1799;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10133;puolueeton;1909 - 1914;;;1;partilös;non-partisan;;
Hankasalmen Sanomat;fk11098;;2017 - 2019;1963 - 2019;"5;26 %";125;1760;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk11098;;;;;;;;;
Palokka-lehti;1795-9136;;2015 - 2019;2004 - 2019;"31;25 %";134;1740;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1795-9136;;;;;;;;;
Jakobstads Tidning;0782-5528;;1937 - 1939;1937 - 2008;"4;17 %";431;1736;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-5528;;;;;;;;;
Kunnallinen Viikkolehti;0782-5951;1926 - 1929;1930 - 1934;1926 - 1997;"12;50 %";435;1734;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-5951;;;;;;;;;
